iter	Passed	Remaining
1651	58324	12286
1652	58360	12251
1653	58394	12215
1654	58429	12180
1655	58468	12145
1656	58504	12110
1657	58537	12074
1658	58571	12039
1659	58604	12003
1660	58636	11967
1661	58670	11931
1662	58720	11899
1663	58750	11863
1664	58785	11827
1665	58816	11791
1666	58849	11755
1667	58885	11720
1668	58917	11684
1669	58951	11649
1670	58986	11613
1671	59019	11578
1672	59054	11542
1673	59085	11506
1674	59119	11471
1675	59148	11434
1676	59192	11400
1677	59233	11366
1678	59276	11332
1679	59315	11298
1680	59350	11262
1681	59387	11227
1682	59427	11193
1683	59470	11159
1684	59523	11127
1685	59562	11092
1686	59598	11057
1687	59635	11022
1688	59670	10987
1689	59702	10951
1690	59752	10918
1691	59789	10883
1692	59832	10849
1693	59866	10814
1694	59900	10778
1695	59932	10742
1696	59968	10707
1697	60003	10672
1698	60037	10636
1699	60062	10599
1700	60098	10564
1701	60137	10529
1702	60182	10495
1703	60216	10460
1704	60253	10425
1705	60288	10389
1706	60333	10355
1707	60373	10321
1708	60409	10286
1709	60450	10251
1710	60489	10217
1711	60528	10182
1712	60569	10147
1713	60601	10111
1714	60642	10077
1715	60676	10041
1716	60714	10007
1717	60753	9972
1718	60809	9940
1719	60914	9916
1720	60966	9883
1721	61002	9848
1722	61036	9812
1723	61072	9777
1724	61107	9741
1725	61143	9706
1726	61183	9671
1727	61220	9636
1728	61255	9601
1729	61289	9565
1730	61327	9530
1731	61361	9494
1732	61391	9458
1733	61424	9422
1734	61463	9387
1735	61498	9352
1736	61531	9316
1737	61565	9280
1738	61598	9245
1739	61634	9209
1740	61667	9173
1741	61702	9138
1742	61738	9103
1743	61770	9067
1744	61805	9031
1745	61855	8998
1746	61888	8962
1747	61937	8929
1748	61967	8892
1749	62001	8857
1750	62036	8821
1751	62072	8786
1752	62108	8751
1753	62142	8715
1754	62177	8680
1755	62214	8644
1756	62243	8608
1757	62278	8573
1758	62315	8537
1759	62352	8502
1760	62395	8468
1761	62434	8433
1762	62470	8397
1763	62517	8364
1764	62551	8328
1765	62587	8293
1766	62622	8257
1767	62666	8223
1768	62701	8187
1769	62735	8152
1770	62771	8116
1771	62804	8080
1772	62841	8045
1773	62896	8012
1774	62932	7977
1775	62971	7942
1776	63008	7907
1777	63042	7871
1778	63078	7836
1779	63110	7800
1780	63152	7765
1781	63185	7729
1782	63222	7694
1783	63259	7659
1784	63296	7623
1785	63332	7588
1786	63365	7552
1787	63400	7517
1788	63436	7481
1789	63470	7446
1790	63516	7412
1791	63572	7378
1792	63607	7343
1793	63652	7309
1794	63694	7274
1795	63729	7238
1796	63759	7202
1797	63803	7168
1798	63837	7132
1799	63877	7097
1800	63927	7063
1801	63967	7028
1802	63999	6992
1803	64034	6957
1804	64067	6921
1805	64101	6885
1806	64137	6850
1807	64174	6815
1808	64213	6779
1809	64252	6744
1810	64291	6709
1811	64329	6674
1812	64373	6639
1813	64404	6603
1814	64445	6568
1815	64482	6533
1816	64517	6497
1817	64552	6462
1818	64589	6427
1819	64623	6391
1820	64662	6356
1821	64698	6320
1822	64741	6285
1823	64783	6250
1824	64825	6216
1825	64864	6180
1826	64899	6145
1827	64999	6115
1828	65034	6080
1829	65073	6045
1830	65117	6010
1831	65156	5975
1832	65192	5939
1833	65225	5903
1834	65258	5867
1835	65288	5831
1836	65330	5796
1837	65368	5761
1838	65406	5726
1839	65444	5690
1840	65482	5655
1841	65515	5619
1842	65559	5584
1843	65598	5549
1844	65637	5514
1845	65688	5479
1846	65727	5444
1847	65772	5409
1848	65806	5374
1849	65843	5338
1850	65875	5302
1851	65914	5267
1852	65958	5232
1853	65996	5197
1854	66054	5163
1855	66097	5128
1856	66132	5092
1857	66170	5057
1858	66203	5021
1859	66237	4985
1860	66267	4949
1861	66309	4914
1862	66348	4879
1863	66389	4843
1864	66431	4808
1865	66464	4772
1866	66501	4737
1867	66539	4701
1868	66577	4666
1869	66613	4630
1870	66652	4595
1871	66686	4559
1872	66723	4524
1873	66758	4488
1874	66794	4452
1875	66829	4417
1876	66862	4381
1877	66896	4345
1878	66930	4310
1879	66965	4274
1880	66997	4238
1881	67033	4202
1882	67089	4168
1883	67123	4132
1884	67158	4097
1885	67190	4061
1886	67224	4025
1887	67258	3989
1888	67289	3954
1889	67324	3918
1890	67360	3882
1891	67399	3847
1892	67433	3811
1893	67469	3776
1894	67500	3740
1895	67532	3704
1896	67566	3668
1897	67602	3633
1898	67639	3597
1899	67668	3561
1900	67700	3525
1901	67730	3489
1902	67762	3454
1903	67802	3418
1904	67837	3382
1905	67874	3347
1906	67907	3311
1907	67941	3275
1908	67976	3240
1909	68009	3204
1910	68040	3168
1911	68074	3133
1912	68133	3098
1913	68165	3062
1914	68199	3027
1915	68231	2991
1916	68265	2955
1917	68296	2919
1918	68333	2884
1919	68370	2848
1920	68405	2813
1921	68437	2777
1922	68473	2741
1923	68510	2706
1924	68546	2670
1925	68577	2634
1926	68612	2599
1927	68648	2563
1928	68682	2527
1929	68717	2492
1930	68753	2456
1931	68787	2421
1932	68822	2385
1933	68855	2349
1934	68889	2314
1935	68922	2278
1936	68957	2242
1937	68994	2207
1938	69030	2171
1939	69066	2136
1940	69101	2100
1941	69137	2064
1942	69189	2029
1943	69222	1994
1944	69252	1958
1945	69290	1922
1946	69323	1887
1947	69356	1851
1948	69389	1815
1949	69422	1780
1950	69457	1744
1951	69494	1708
1952	69534	1673
1953	69571	1637
1954	69606	1602
1955	69646	1566
1956	69680	1531
1957	69714	1495
1958	69749	1459
1959	69781	1424
1960	69822	1388
1961	69861	1353
1962	69894	1317
1963	69929	1281
1964	69963	1246
1965	69998	1210
1966	70033	1174
1967	70071	1139
1968	70104	1103
1969	70138	1068
1970	70174	1032
1971	70231	997
1972	70272	961
1973	70307	926
1974	70345	890
1975	70379	854
1976	70415	819
1977	70452	783
1978	70484	747
1979	70520	712
1980	70563	676
1981	70597	641
1982	70631	605
1983	70666	569
1984	70700	534
1985	70733	498
1986	70767	463
1987	70800	427
1988	70833	391
1989	70865	356
1990	70898	320
1991	70937	284
1992	70988	249
1993	71024	213
1994	71059	178
1995	71096	142
1996	71130	106
1997	71169	71
1998	71200	35
1999	71235	0
