iter	RMSE
623	0.7526233558
624	0.7525752907
625	0.7525594114
626	0.7524594346
627	0.7524305971
628	0.7523659605
629	0.7523534695
630	0.7521948759
631	0.7521257544
632	0.7521225639
633	0.752054728
634	0.7519648483
635	0.7518950415
636	0.7518859616
637	0.7518778467
638	0.7518744318
639	0.751796226
640	0.7517350986
641	0.7516648851
642	0.7515589928
643	0.7515497577
644	0.7515163643
645	0.7515117969
646	0.7514967844
647	0.751457567
648	0.7514372311
649	0.7514086122
650	0.7513342156
651	0.7512199991
652	0.751178331
653	0.7511184911
654	0.7510273453
655	0.7509778569
656	0.7509716417
657	0.7509606904
658	0.7509496092
659	0.7509031525
660	0.7507765259
661	0.7506708053
662	0.7506367313
663	0.7506149715
664	0.7505083703
665	0.7504766555
666	0.7504406958
667	0.7504330561
668	0.7504168278
669	0.7503974685
670	0.7503446471
671	0.7502938321
672	0.7502376273
673	0.7501765313
674	0.7501097716
675	0.7500558778
676	0.7499668942
677	0.7499021809
678	0.7498705693
679	0.7498398437
680	0.7497556675
681	0.7496935286
682	0.749687409
683	0.7496833174
684	0.7496795687
685	0.7496390747
686	0.7495925129
687	0.7495244971
688	0.7494619247
689	0.7494597542
690	0.7494419918
691	0.7493905844
692	0.7493514323
693	0.7492657734
694	0.7491709468
695	0.7491121178
696	0.7490747624
697	0.749049527
698	0.7490121733
699	0.7489506076
700	0.7488938509
701	0.7488200203
702	0.7487857876
703	0.7487784838
704	0.7486516716
705	0.7485923232
706	0.7485248602
707	0.7485041062
708	0.7484888618
709	0.7484292158
710	0.7483727602
711	0.7483585105
712	0.7482586521
713	0.7482080371
714	0.7481877916
715	0.7481495117
716	0.7481438754
717	0.7480894841
718	0.7480290876
719	0.7479257082
720	0.7478443796
721	0.7478368208
722	0.7477927432
723	0.7477701984
724	0.7477098121
725	0.7476929407
726	0.7476546761
727	0.7475906199
728	0.7475167752
729	0.7475027098
730	0.7473689656
731	0.74733785
732	0.7473095389
733	0.7472229099
734	0.7471680577
735	0.7470728994
736	0.7470065925
737	0.7469803226
738	0.7469407026
739	0.7468871471
740	0.7468283317
741	0.7468035748
742	0.7467350087
743	0.7466911773
744	0.7466403106
745	0.7465527714
746	0.7464981555
747	0.7464357824
748	0.746412447
749	0.7463997811
750	0.7463461652
751	0.7462984933
752	0.7462665401
753	0.7462264665
754	0.7461903024
755	0.7461716582
756	0.7461146759
757	0.746032175
758	0.7459746129
759	0.7459371342
760	0.7459013371
761	0.7458704613
762	0.7458052851
763	0.7457995528
764	0.7457977555
765	0.7457519157
766	0.7457042232
767	0.7455674007
768	0.7454530058
769	0.745398618
770	0.7453542172
771	0.745327134
772	0.7452739407
773	0.745235298
774	0.7451349115
775	0.7451337929
776	0.7451039467
777	0.7450951342
778	0.7450664523
779	0.7450634871
780	0.744994956
781	0.744943931
782	0.7449100237
783	0.7448821463
784	0.744777888
785	0.7447428785
786	0.7446567931
787	0.7446195951
788	0.7445534492
789	0.744512722
790	0.7444680903
791	0.7443923409
792	0.7443700706
793	0.7443248759
794	0.7442670731
795	0.7442354749
796	0.7442097003
797	0.7441292898
798	0.7441072085
799	0.7441020162
800	0.7440715685
801	0.7439734509
802	0.7439629991
803	0.743937795
804	0.7438964467
805	0.7438367676
806	0.7437844932
807	0.7437613369
808	0.7436982627
809	0.7436639647
810	0.7435908631
811	0.7435093713
812	0.7434360864
813	0.7434067055
814	0.7433523609
815	0.743277351
816	0.7431604245
817	0.7431061293
818	0.7430785213
819	0.7430419347
820	0.7429873265
821	0.7429409898
822	0.7428656402
823	0.7427553895
824	0.7426881141
825	0.7426166753
826	0.7425148033
827	0.7424705837
828	0.7424460228
829	0.7423968976
830	0.7422940861
831	0.7422257166
832	0.7421746397
833	0.7421364487
834	0.7420725945
835	0.7420132762
836	0.7419413958
837	0.7418580971
838	0.7418389993
839	0.7418018008
840	0.7417782845
841	0.7416892685
842	0.7416515055
843	0.7416070114
844	0.7415556434
845	0.7415429384
846	0.7414544835
847	0.7413815093
848	0.7412537331
849	0.7412143489
850	0.7412030591
851	0.7411122654
852	0.7410738894
853	0.7410696436
854	0.7410248804
855	0.7410129211
856	0.7409598584
857	0.7409499424
858	0.7409186583
859	0.7408309015
860	0.7408076326
861	0.740784951
862	0.7407206357
863	0.7406618262
864	0.7405667575
865	0.7403851743
866	0.7403576067
867	0.7402996612
868	0.7402817245
869	0.74024068
870	0.7401646754
871	0.7401399901
872	0.7400927173
873	0.7400134238
874	0.7399873802
875	0.7399255943
876	0.7398577256
877	0.7397943474
878	0.7397686178
879	0.7396288983
880	0.7396087668
881	0.7395910551
882	0.7395474882
883	0.7395060414
884	0.7394954134
885	0.7394502402
886	0.7394400854
887	0.7394057497
888	0.7393133505
889	0.7392803033
890	0.7392481168
891	0.7391851336
892	0.7391537232
893	0.7391412302
894	0.7390912807
895	0.7390386048
896	0.7389584474
897	0.738922695
898	0.7388715638
899	0.7388460729
900	0.7387551379
901	0.7387389152
902	0.7386834527
903	0.738654002
904	0.7386374123
905	0.7385908175
906	0.7385266725
907	0.738451465
908	0.7384026277
909	0.7383750339
910	0.7383310074
911	0.7383276424
912	0.7382994436
913	0.7382779467
914	0.7382016927
915	0.7381789803
916	0.7381442341
917	0.7381226843
918	0.7381084167
919	0.7380675748
920	0.7379999896
921	0.7379429926
922	0.737872975
923	0.7378431878
924	0.7378131361
925	0.737753686
926	0.7376985372
927	0.7376534998
928	0.7376172223
929	0.7376040397
930	0.7375666997
931	0.7375482514
932	0.7375106864
933	0.7374672669
934	0.7374431926
935	0.7374378903
936	0.7374352001
937	0.7373264006
938	0.7372789388
939	0.7372449335
940	0.7371953209
941	0.7371661785
942	0.7371515642
943	0.737139291
944	0.7370736527
945	0.7369522128
946	0.7369456679
947	0.7368931584
948	0.7368356332
949	0.7367151115
950	0.7366605629
951	0.736611597
952	0.7365722033
953	0.7365335232
954	0.7365206595
955	0.7364868716
956	0.7364655444
957	0.736372195
958	0.73632202
959	0.736273558
960	0.7362483867
961	0.7362443951
962	0.7361555994
963	0.7361110572
964	0.7360601563
965	0.736059015
966	0.7359744408
967	0.7359167152
968	0.7358460375
969	0.7358183458
970	0.7357946548
971	0.735769737
972	0.7357140469
973	0.7356402704
974	0.7355862778
975	0.7355449938
976	0.735536607
977	0.7354891973
978	0.7354491334
979	0.7354311265
980	0.7354002973
981	0.7353523958
982	0.7353276433
983	0.7352979516
984	0.7352717635
985	0.7352614119
986	0.7352054118
987	0.7351013952
988	0.7350404416
989	0.7350186877
990	0.7349776952
991	0.7349372653
992	0.7348884819
993	0.7348363971
994	0.7347777501
995	0.7346615533
996	0.7346466666
997	0.7346117785
998	0.7345886019
999	0.7345866751
