GENDER,AGE_GRP,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_MOTIVE_1,TRAVEL_MISSION_INT,VISIT_AREA_NM,DGSTFN
남,20.0,6,1,2,4,5,5,6,6,3,21,문베어,5.0
남,20.0,6,1,2,4,5,5,6,6,3,21,롯데월드,5.0
남,30.0,4,1,4,4,6,4,1,7,6,2,에버랜드,5.0
여,40.0,1,1,4,4,4,4,3,4,2,1,느티나무그늘 아래 캠핑장,4.0
여,40.0,1,1,4,4,4,4,3,4,2,1,캠핑 고래 파주점,5.0
여,40.0,1,1,4,4,4,4,3,4,2,1,이마트 에브리데이 팜스프링점,5.0
여,40.0,1,1,4,4,4,4,3,4,2,1,느티나무그늘 아래 캠핑장,5.0
여,40.0,1,1,4,4,4,4,3,4,2,1,느티나무그늘 아래 캠핑장,5.0
여,40.0,1,1,4,4,4,4,3,4,2,1,설문 참숯가마 스파랜드,5.0
여,40.0,1,1,4,4,4,4,3,4,2,1,풍천 방목 장어,5.0
남,50.0,2,1,3,3,3,3,3,6,3,13,송 암사,5.0
남,50.0,2,1,3,3,3,3,3,6,3,13,목향원,5.0
남,50.0,2,1,3,3,3,3,3,6,3,13,카페 소유,5.0
여,60.0,1,4,4,2,2,4,2,3,10,2,화담숲,5.0
여,60.0,1,4,4,2,2,4,2,3,10,2,대가,4.0
여,60.0,1,4,4,2,2,4,2,3,10,2,골 다방,4.0
여,30.0,2,6,2,5,2,6,2,6,8,3,인천 차이나타운,4.0
여,30.0,2,6,2,5,2,6,2,6,8,3,송월동 동화마을,5.0
여,30.0,2,6,2,5,2,6,2,6,8,3,자유 공원 맥아더 장군 동상,5.0
여,30.0,2,6,2,5,2,6,2,6,8,3,청년 백범 김구 역 사거리,5.0
여,30.0,2,6,2,5,2,6,2,6,8,3,신포 닭강정 본점,5.0
여,30.0,2,6,2,5,2,6,2,6,8,3,보니당 신포 직영점,5.0
여,30.0,1,1,2,1,1,2,1,1,3,1,오 파트,5.0
여,30.0,1,1,2,1,1,2,1,1,3,1,그랑 핸드 남산,5.0
여,30.0,1,1,2,1,1,2,1,1,3,1,콤포타블 남산,5.0
여,30.0,1,1,2,1,1,2,1,1,3,1,국립중앙박물관,5.0
여,30.0,1,1,2,1,1,2,1,1,3,1,잭슨 피자 이촌점,5.0
여,30.0,1,1,2,1,1,2,1,1,3,1,이촌한강공원,5.0
여,30.0,1,1,2,1,1,2,1,1,3,1,오흐뒤구떼,5.0
남,30.0,7,7,7,7,7,7,1,7,3,7,유스퀘어 광주종합버스터미널,5.0
남,30.0,7,7,7,7,7,7,1,7,3,7,정안 알밤 휴게소 천안 방향,5.0
남,30.0,7,7,7,7,7,7,1,7,3,7,센트럴시티터미널(호남),5.0
남,30.0,7,7,7,7,7,7,1,7,3,7,상도해물찜아구찜,5.0
남,30.0,7,7,7,7,7,7,1,7,3,7,역전 할머니 맥주 서울 장승백이점,5.0
남,30.0,7,7,7,7,7,7,1,7,3,7,여자친구 할머니 집,5.0
남,30.0,7,7,7,7,7,7,1,7,3,7,소문난 성수 감자탕,5.0
남,30.0,7,7,7,7,7,7,1,7,3,7,그레이트 커피,5.0
남,30.0,7,7,7,7,7,7,1,7,3,7,센트럴시티터미널(호남),5.0
남,30.0,7,7,7,7,7,7,1,7,3,7,정안 알밤 휴게소 논산 방향,5.0
남,30.0,7,7,7,7,7,7,1,7,3,7,유스퀘어 광주종합버스터미널,5.0
남,30.0,7,7,7,7,7,7,1,7,3,7,먹골역 7호선,5.0
남,30.0,6,1,4,1,1,5,2,6,2,23,그랜드 하얏트 서울,5.0
남,30.0,6,1,4,1,1,5,2,6,2,23,그랜드 하얏트 서울 클럽 라운지,5.0
남,30.0,6,1,4,1,1,5,2,6,2,23,그랜드 하얏트 서울,5.0
남,30.0,6,1,4,1,1,5,2,6,2,23,그랜드 하얏트 서울 갤러리,5.0
남,30.0,6,1,4,1,1,5,2,6,2,23,그랜드 하얏트 서울,5.0
남,30.0,6,1,4,1,1,5,2,6,2,23,그랜드 하얏트 서울 테라스,5.0
남,30.0,6,1,4,1,1,5,2,6,2,23,그랜드 하얏트 서울 델리,5.0
여,40.0,1,1,3,1,1,5,3,5,1,2,농협안성팜랜드,4.0
남,60.0,2,4,4,3,1,4,1,7,2,1,문지리 535,4.0
남,60.0,2,4,4,3,1,4,1,7,2,1,헤이리 예술마을,3.0
남,60.0,2,4,4,3,1,4,1,7,2,1,파주 프리미엄 아울렛,3.0
남,60.0,2,4,4,3,1,4,1,7,2,1,스타벅스 파주 P 아울렛 1F 점,3.0
남,60.0,2,4,4,3,1,4,1,7,2,1,마니산 산채 운정점,5.0
남,60.0,2,4,4,3,1,4,1,7,2,1,운정 호수 공원,4.0
여,20.0,2,2,2,4,2,2,2,6,4,1,월평역 대전 1호선,4.0
여,20.0,2,2,2,4,2,2,2,6,4,1,대전역,4.0
여,20.0,2,2,2,4,2,2,2,6,4,1,광명역,4.0
여,20.0,2,2,2,4,2,2,2,6,4,1,호반베르디움 더프라임 아파트,4.0
여,20.0,2,2,2,4,2,2,2,6,4,1,마음산책,4.0
여,20.0,2,2,2,4,2,2,2,6,4,1,꾼이 고기,4.0
여,20.0,2,2,2,4,2,2,2,6,4,1,호반베르디움 더프라임 아파트,4.0
여,20.0,2,2,2,4,2,2,2,6,4,1,호반베르디움 더프라임 아파트,4.0
여,20.0,2,2,2,4,2,2,2,6,4,1,광명동굴,4.0
여,20.0,2,2,2,4,2,2,2,6,4,1,호반베르디움 더프라임 아파트,4.0
여,20.0,2,2,2,4,2,2,2,6,4,1,금별 맥주 목감 역점,4.0
여,20.0,2,2,2,4,2,2,2,6,4,1,옹기 들깨칼국수,4.0
여,20.0,2,2,2,4,2,2,2,6,4,1,호반베르디움 더프라임 아파트,4.0
여,20.0,2,2,2,4,2,2,2,6,4,1,안산 버스터미널,4.0
여,20.0,2,2,2,4,2,2,2,6,4,1,대전복합터미널,4.0
여,20.0,2,2,2,4,2,2,2,6,4,1,월평역 대전 1호선,4.0
남,30.0,1,3,3,4,3,1,4,7,2,22,팔덕 식당 호매실점,5.0
남,30.0,1,3,3,4,3,1,4,7,2,22,카페 플록,4.0
남,30.0,1,3,3,4,3,1,4,7,2,22,일월 수목원,5.0
남,30.0,1,3,3,4,3,1,4,7,2,22,다이소 수원 화서점,5.0
남,30.0,1,3,3,4,3,1,4,7,2,22,고릴라 캠핑 안양점,5.0
남,30.0,1,3,3,4,3,1,4,7,2,22,롯데마트 의왕점,3.0
남,20.0,4,1,1,1,1,5,7,7,3,26,이촌한강공원,3.0
남,20.0,4,1,1,1,1,5,7,7,3,26,모스버거 센트럴시티점,4.0
남,20.0,4,1,1,1,1,5,7,7,3,26,미스터 힐링 교대역점,4.0
남,20.0,4,1,1,1,1,5,7,7,3,26,삼식이 감자탕 뼈해장국 교대점,4.0
남,30.0,4,2,3,2,3,5,5,6,1,25,소근리 막국수,5.0
남,30.0,4,2,3,2,3,5,5,6,1,25,양평몽이네펜션,5.0
남,30.0,4,2,3,2,3,5,5,6,1,25,하버 커피,5.0
남,30.0,4,2,3,2,3,5,5,6,1,25,돌미나리 집,5.0
남,30.0,4,2,3,2,3,5,5,6,1,25,두물머리,5.0
여,30.0,2,6,2,3,3,2,6,5,2,9,경복궁,5.0
여,30.0,2,6,2,3,3,2,6,5,2,9,깡통 만두,4.0
여,30.0,2,6,2,3,3,2,6,5,2,9,북촌원 카페,4.0
여,30.0,2,6,2,3,3,2,6,5,2,9,북촌 한옥마을,4.0
여,30.0,2,6,2,3,3,2,6,5,2,9,풍년 쌀 농산,5.0
여,30.0,2,6,2,3,3,2,6,5,2,9,부산역,4.0
여,30.0,2,6,2,3,3,2,6,5,2,9,광화문광장,4.0
여,30.0,2,6,2,3,3,2,6,5,2,9,사이공 1986,5.0
여,30.0,2,6,2,3,3,2,6,5,2,9,다이소 영등포역점,4.0
여,30.0,2,6,2,3,3,2,6,5,2,9,난지한강공원,4.0
남,40.0,2,4,2,5,6,3,6,7,3,5,르푸앵 펜션,3.0
남,40.0,2,4,2,5,6,3,6,7,3,5,호명 골 손두부,4.0
남,40.0,2,4,2,5,6,3,6,7,3,5,르푸앵 수상 레저,4.0
남,40.0,2,4,2,5,6,3,6,7,3,5,GS칼텍스 설악 IC 주유소,4.0
남,40.0,2,4,2,5,6,3,6,7,3,5,하남문화 예술 회관,4.0
남,40.0,2,4,2,5,6,3,6,7,3,5,띤띤드타마린드,5.0
남,40.0,2,4,2,5,6,3,6,7,3,5,이디야커피 하남 유니언 파크점,4.0
남,40.0,2,4,2,5,6,3,6,7,3,5,하남문화 예술 회관,4.0
남,40.0,2,4,2,5,6,3,6,7,3,5,세븐일레븐 S 마포역점,4.0
여,30.0,7,5,5,1,1,5,1,4,2,23,르메르디앙 서울 명동,2.0
여,30.0,7,5,5,1,1,5,1,4,2,23,명동교자 본점,3.0
여,30.0,6,4,5,1,1,3,7,5,1,6,국립민속박물관,4.0
여,30.0,6,4,5,1,1,3,7,5,1,6,국립현대미술관 서울관,5.0
여,30.0,6,4,5,1,1,3,7,5,1,6,경복궁,5.0
여,30.0,6,4,5,1,1,3,7,5,1,6,페이퍼 마세,4.0
남,30.0,4,6,2,1,4,2,4,6,3,1,심학산 약천사,5.0
남,30.0,4,6,2,1,4,2,4,6,3,1,파주 공룡 박물관,5.0
남,30.0,4,6,2,1,4,2,4,6,3,1,파주 프리미엄 아울렛,5.0
여,30.0,1,1,1,2,2,7,2,7,2,6,어 로프 슬라이스 피스 퇴촌점,5.0
여,30.0,1,1,1,2,2,7,2,7,2,6,이함 캠퍼스,5.0
여,30.0,1,1,1,2,2,7,2,7,2,6,세븐일레븐 양평 땅 대리점,4.0
여,30.0,1,1,1,2,2,7,2,7,2,6,은강 펜션,4.0
여,30.0,1,1,1,2,2,7,2,7,2,6,나루터,5.0
여,30.0,1,1,1,2,2,7,2,7,2,6,흑이 재,4.0
남,20.0,2,1,2,4,6,6,3,6,1,25,구 벼 울,4.0
남,20.0,2,1,2,4,6,6,3,6,1,25,쉬자 파크,4.0
여,30.0,5,3,4,3,4,4,4,4,2,21,아름드리 장어,3.0
여,30.0,5,3,4,3,4,4,4,4,2,21,소래포구 어시장 및 주변 산책로 공원,3.0
여,30.0,5,3,4,3,4,4,4,4,2,21,메가 MGC 커피 소래포구역점,4.0
여,30.0,6,6,7,3,5,6,2,3,7,2,우롱 타조농장,5.0
여,30.0,6,6,7,3,5,6,2,3,7,2,명륜 진사갈비 파주 교하점,4.0
남,30.0,2,2,3,2,6,6,2,6,6,4,컴포즈커피 다산 현대 스페이스점,4.0
남,30.0,2,2,3,2,6,6,2,6,6,4,현대 프리미엄 아울렛 스페이스 원,5.0
남,30.0,1,4,7,4,7,1,1,7,5,2,오드리,1.0
남,30.0,1,4,7,4,7,1,1,7,5,2,커피 샤워,1.0
남,30.0,1,4,7,4,7,1,1,7,5,2,아쿠아파크 별내,1.0
남,30.0,1,4,7,4,7,1,1,7,5,2,키스톤 스피시즈,1.0
남,30.0,1,4,7,4,7,1,1,7,5,2,스타필드 하남,5.0
남,30.0,2,1,1,4,6,1,1,7,7,25,대보건설 구리 주유소 판교방향,4.0
남,30.0,2,1,1,4,6,1,1,7,7,25,이마트 남양주점,4.0
남,30.0,2,1,1,4,6,1,1,7,7,25,카페드 까사,3.0
남,30.0,2,1,1,4,6,1,1,7,7,25,올덴 펜션,4.0
남,30.0,2,1,1,4,6,1,1,7,7,25,강촌레일파크 경강역,5.0
남,30.0,2,1,1,4,6,1,1,7,7,25,남이섬,5.0
여,30.0,3,3,2,4,3,3,3,6,7,8,롯데월드타워 롯데월드몰,4.0
여,30.0,3,3,2,4,3,3,3,6,7,8,남양주축협 하나로마트 마석점,4.0
여,30.0,3,3,2,4,3,3,3,6,7,8,디스플레인,4.0
여,30.0,3,3,2,4,3,3,3,6,7,8,클럽 레스피아 남양주 2호점,3.0
여,30.0,3,3,2,4,3,3,3,6,7,8,맥도날드 잠실역점,4.0
여,20.0,4,5,2,3,6,6,3,6,3,1,군포 시청 별관,4.0
여,20.0,4,5,2,3,6,6,3,6,3,1,은행골 영등포점,5.0
여,20.0,4,5,2,3,6,6,3,6,3,1,콜렉티보 타임스퀘어점,5.0
여,20.0,4,5,2,3,6,6,3,6,3,1,타임스퀘어,3.0
남,20.0,4,2,2,3,3,5,5,2,3,1,더 현대 서울,4.0
남,20.0,4,2,2,3,3,5,5,2,3,1,안다즈 서울 강남,5.0
남,20.0,4,2,2,3,3,5,5,2,3,1,네 기 스키야키,5.0
남,20.0,4,2,2,3,3,5,5,2,3,1,안다즈 서울 강남,5.0
남,20.0,4,2,2,3,3,5,5,2,3,1,안다즈 서울 강남 조각보,5.0
남,20.0,4,2,2,3,3,5,5,2,3,1,블루 보틀 압구정 카페,2.0
남,20.0,4,2,2,3,3,5,5,2,3,1,서울숲,5.0
여,20.0,4,4,4,7,5,3,1,7,1,6,아름다운 가게 보물섬점,5.0
여,20.0,4,4,4,7,5,3,1,7,1,6,문발리 헌 책방 골목,5.0
여,20.0,4,4,4,7,5,3,1,7,1,6,카이노스 출판 단지점,5.0
여,20.0,4,4,4,7,5,3,1,7,1,6,세계민속 악기 박물관,5.0
여,20.0,4,4,4,7,5,3,1,7,1,6,헤이리 예술마을,5.0
여,20.0,4,4,4,7,5,3,1,7,1,6,커피공장 13 헤이리점,5.0
남,40.0,3,2,1,6,6,2,1,5,6,6,연세대학교 신촌캠퍼스,4.0
남,40.0,3,2,1,6,6,2,1,5,6,6,CGV 신촌 아트레온,4.0
남,40.0,3,2,1,6,6,2,1,5,6,6,소바 연구소,4.0
남,40.0,3,2,1,6,6,2,1,5,6,6,명물거리 교차로,4.0
남,20.0,3,3,3,3,3,3,2,4,1,21,제부도 해수욕장,4.0
남,20.0,3,3,3,3,3,3,2,4,1,21,어부의 집,4.0
남,20.0,3,3,3,3,3,3,2,4,1,21,제부도 해안산책로,4.0
남,20.0,3,3,3,3,3,3,2,4,1,21,제부도항방파제등대,4.0
남,20.0,3,3,3,3,3,3,2,4,1,21,탄도항,4.0
여,30.0,2,3,5,3,2,3,6,3,2,21,율봄식물원,4.0
여,30.0,2,3,5,3,2,3,6,3,2,21,털보 셀프 바비큐,4.0
여,30.0,2,3,5,3,2,3,6,3,2,21,팔당물안개공원,5.0
여,30.0,2,3,5,3,2,3,6,3,2,21,엘포레스트,3.0
여,30.0,2,4,6,4,5,2,6,4,1,6,동방명주 충무로점,3.0
여,30.0,2,4,6,4,5,2,6,4,1,6,북촌 한옥마을,3.0
여,30.0,2,4,6,4,5,2,6,4,1,6,국립현대미술관 서울관,5.0
여,30.0,2,4,6,4,5,2,6,4,1,6,57th카페,3.0
남,40.0,2,2,3,5,6,5,6,6,3,8,현대석유 서광 주유소,4.0
남,40.0,2,2,3,5,6,5,6,6,3,8,두물머리,4.0
남,40.0,2,2,3,5,6,5,6,6,3,8,두 머리,5.0
남,40.0,2,2,3,5,6,5,6,6,3,8,양서농협 하나로마트 본점,4.0
남,40.0,2,2,3,5,6,5,6,6,3,8,금나래 캠핑장,5.0
남,40.0,2,2,3,5,6,5,6,6,3,8,자라섬 남도,4.0
남,40.0,2,2,3,5,6,5,6,6,3,8,두메 막국수,4.0
남,40.0,2,2,3,5,6,5,6,6,3,8,가평군 농협 하나로마트 북면점,4.0
남,40.0,2,2,3,5,6,5,6,6,3,8,금나래 캠핑장,4.0
남,40.0,2,2,3,5,6,5,6,6,3,8,가평군 농협 하나로마트 북면점,4.0
남,40.0,2,2,3,5,6,5,6,6,3,8,잘 잠 157,5.0
남,40.0,2,2,3,5,6,5,6,6,3,8,에델바이스 스위스 테마파크,5.0
남,40.0,2,2,3,5,6,5,6,6,3,8,북한강 돌 짜장,4.0
남,40.0,2,5,1,1,2,1,1,6,1,12,가림 시골밥상,5.0
남,40.0,2,5,1,1,2,1,1,6,1,12,헤이리 마을,5.0
남,40.0,2,5,1,1,2,1,1,6,1,12,임진각(DMZ 생생 누리),5.0
남,40.0,2,5,1,1,2,1,1,6,1,12,파주 신세계 프리미엄 아울렛,5.0
여,30.0,1,1,7,1,1,7,7,7,2,9,노수옥돼지국밥,4.0
여,30.0,1,1,7,1,1,7,7,7,2,9,시흥갯골생태공원,4.0
여,30.0,1,1,7,1,1,7,7,7,2,9,물왕 호수,3.0
여,30.0,4,1,4,4,6,4,2,7,3,11,고봉인 김밥인 철원 동송점,4.0
여,30.0,4,1,4,4,6,4,2,7,3,11,경기도 의료원 포천병원,4.0
여,30.0,4,1,4,4,6,4,2,7,3,11,스타벅스 포천 DT점,4.0
여,30.0,4,1,4,4,6,4,2,7,3,11,수봉공원,4.0
여,30.0,4,1,4,4,6,4,2,7,3,11,수도국산 달동네 박물관,5.0
여,30.0,4,1,4,4,6,4,2,7,3,11,조마루 도화점,4.0
여,30.0,4,1,4,4,6,4,2,7,3,11,화이트 그리다,5.0
여,30.0,4,1,4,4,6,4,2,7,3,11,미요 아트 키즈 클래스,5.0
여,30.0,4,1,4,4,6,4,2,7,3,11,선수촌 할인마켓,5.0
여,30.0,4,1,4,4,6,4,2,7,3,11,킨더 북 카페,5.0
여,30.0,4,1,4,4,6,4,2,7,3,11,던킨 시흥 조남점,4.0
여,30.0,2,4,2,4,4,2,1,6,2,6,충주휴게소 주유소 양평방향,5.0
여,30.0,2,4,2,4,4,2,1,6,2,6,칠암 만장-더 현대 서울,5.0
여,30.0,2,4,2,4,4,2,1,6,2,6,더 현대 서울 라울듸퓌,5.0
여,30.0,2,4,2,4,4,2,1,6,2,6,KSPO DOME 올림픽 체조경기장,5.0
여,30.0,2,4,2,4,4,2,1,6,2,6,배가 아무 닭볶음탕 방이동 직영점,5.0
여,30.0,2,4,2,4,4,2,1,6,2,6,아이다 호텔,3.0
여,30.0,2,4,2,4,4,2,1,6,2,6,롯데월드타워,5.0
여,30.0,2,4,2,4,4,2,1,6,2,6,어반 스커트 롯데월드몰점,5.0
여,30.0,2,4,2,4,4,2,1,6,2,6,롯데월드 아쿠아리움,5.0
여,30.0,2,4,2,4,4,2,1,6,2,6,아쿠아 가든 카페 롯데월드타워점,5.0
여,30.0,2,4,2,4,4,2,1,6,2,6,캠핑 리스트,5.0
여,30.0,2,4,2,4,4,2,1,6,2,6,스노피크 랜드 스테이션 하남점,5.0
여,30.0,2,4,2,4,4,2,1,6,2,6,야호 캠핑,5.0
여,30.0,2,4,2,4,4,2,1,6,2,6,괴산휴게소 창원방향,5.0
여,40.0,2,2,4,2,4,4,1,3,1,2,부천식물원,4.0
여,40.0,2,2,4,2,4,4,1,3,1,2,부천 자연 생태공원 자연 생태 박물관,4.0
여,40.0,2,2,4,2,4,4,1,3,1,2,부천 무릉도원 수목원,5.0
여,40.0,2,2,4,2,4,4,1,3,1,2,팽 소리 농장 소사 직영점,4.0
여,20.0,4,4,2,4,6,4,4,6,3,22,장안문,5.0
여,20.0,4,4,2,4,6,4,4,6,3,22,하우스 플랜비,5.0
여,20.0,4,4,2,4,6,4,4,6,3,22,화성행궁 광장,5.0
여,20.0,4,4,2,4,6,4,4,6,3,22,화성 어차(화성행궁 출발),4.0
여,20.0,4,4,2,4,6,4,4,6,3,22,수원 화성 화홍문,5.0
여,20.0,4,4,2,4,6,4,4,6,3,22,방화수류정,5.0
여,20.0,4,4,2,4,6,4,4,6,3,22,행궁동 벽화마을,4.0
여,20.0,4,4,2,4,6,4,4,6,3,22,카페 이음,5.0
여,20.0,4,4,2,4,6,4,4,6,3,22,디 멀리에,5.0
남,20.0,5,2,1,3,4,2,6,2,1,1,영어학원,4.0
남,20.0,5,2,1,3,4,2,6,2,1,1,인사동 문화의 거리,3.0
남,20.0,5,2,1,3,4,2,6,2,1,1,불이아 교대점,2.0
남,20.0,5,2,1,3,4,2,6,2,1,1,아펜즈커피 서초교대역점,5.0
남,40.0,1,3,2,4,6,5,5,6,8,11,화랑공원,5.0
남,40.0,1,3,2,4,6,5,5,6,8,11,한국잡월드,4.0
남,40.0,2,3,3,2,2,5,5,6,2,1,경기 광주 휴게소 원주 방향,4.0
남,40.0,2,3,3,2,2,5,5,6,2,1,양평 양떼목장,4.0
남,40.0,2,3,3,2,2,5,5,6,2,1,경기도 민물고기생태학습관,4.0
남,40.0,2,3,3,2,2,5,5,6,2,1,로뎀하우스,5.0
남,40.0,2,3,3,2,2,5,5,6,2,1,킹마트,4.0
남,40.0,2,3,3,2,2,5,5,6,2,1,존앤맷 미사 본점,4.0
남,20.0,4,2,2,5,6,5,7,6,1,6,가납리 비행장,5.0
남,20.0,4,2,2,5,6,5,7,6,1,6,맘스터치 양주광적점,5.0
남,20.0,4,2,2,5,6,5,7,6,1,6,가납리 비행장,5.0
남,20.0,4,2,2,5,6,5,7,6,1,6,카페 베이크 제이,5.0
여,20.0,2,2,1,1,2,1,1,7,5,22,허브아일랜드,4.0
여,20.0,2,2,1,1,2,1,1,7,5,22,포천아트밸리,5.0
여,20.0,2,2,1,1,2,1,1,7,5,22,스시 선명,5.0
여,20.0,2,2,1,1,2,1,1,7,5,22,세손공원,4.0
여,20.0,2,2,1,1,2,1,1,7,5,22,미분당 삼송점,5.0
여,30.0,7,7,7,4,4,7,6,2,1,21,미애네 칼국수 2호점,3.0
여,30.0,7,7,7,4,4,7,6,2,1,21,을왕리 해수욕장,5.0
남,30.0,2,3,1,3,2,2,2,2,2,21,피치 스프링스,5.0
남,30.0,2,3,1,3,2,2,2,2,2,21,레드 브리지,5.0
남,30.0,2,3,1,3,2,2,2,2,2,21,마장호수 출렁다리,5.0
남,30.0,2,3,1,3,2,2,2,2,2,21,메가박스 고양 스타필드,4.0
남,30.0,2,3,1,3,2,2,2,2,2,21,에베레스트 스타필드 고양점,4.0
여,60.0,2,3,3,2,2,2,2,2,1,1,바르미샤브 바르미 스시,5.0
여,60.0,2,3,3,2,2,2,2,2,1,1,현대 프리미엄 아울렛 김포점,5.0
여,60.0,2,3,3,2,2,2,2,2,1,1,아라김포여객터미널,5.0
여,60.0,2,3,3,2,2,2,2,2,1,1,현대 프리미엄 아울렛 김포점,5.0
남,30.0,3,5,2,4,2,5,6,7,1,3,응봉역 경의중앙선,3.0
남,30.0,3,5,2,4,2,5,6,7,1,3,능곡역 경의중앙선,4.0
남,30.0,3,5,2,4,2,5,6,7,1,3,행주산성,4.0
남,30.0,3,5,2,4,2,5,6,7,1,3,행주만리,4.0
남,30.0,3,5,2,4,2,5,6,7,1,3,더치커피 팩토리,5.0
남,30.0,3,5,2,4,2,5,6,7,1,3,행주산성,4.0
남,30.0,3,5,2,4,2,5,6,7,1,3,토당 문화 플랫폼 능곡 194,3.0
여,20.0,5,6,7,3,6,6,7,3,1,6,케르만 레스토랑,3.0
여,20.0,5,6,7,3,6,6,7,3,1,6,데이 로우,4.0
여,20.0,5,6,7,3,6,6,7,3,1,6,리움미술관,5.0
여,20.0,5,6,7,3,6,6,7,3,1,6,타코튜즈데이 성수점,4.0
여,30.0,3,3,3,4,5,5,3,7,1,2,뽁식당 호매실점,5.0
여,30.0,3,3,3,4,5,5,3,7,1,2,일월 수목원,4.0
여,30.0,3,3,3,4,5,5,3,7,1,2,그리핑,3.0
여,30.0,3,3,3,4,5,5,3,7,1,2,행궁동 벽화마을,3.0
여,30.0,3,3,3,4,5,5,3,7,1,2,둔촌동역 5호선,5.0
여,30.0,3,3,3,4,5,5,3,7,1,2,수원 화성,5.0
여,30.0,3,3,3,4,5,5,3,7,1,2,방화수류정,3.0
여,30.0,3,3,3,4,5,5,3,7,1,2,J 호텔,3.0
여,30.0,3,3,3,4,5,5,3,7,1,2,그레이트 히말라야,5.0
여,30.0,3,3,3,4,5,5,3,7,1,2,매산로 테마거리,3.0
여,30.0,3,3,3,4,5,5,3,7,1,2,효원공원 월화원,5.0
여,30.0,2,2,4,6,2,2,3,6,1,21,포천 하늘 아래 치유의 숲,5.0
여,30.0,2,2,4,6,2,2,3,6,1,21,놀자 캠핑식당,4.0
여,30.0,2,2,4,6,2,2,3,6,1,21,허브아일랜드,4.0
여,30.0,2,2,4,6,2,2,3,6,1,21,양주 휴게소 일산방향,3.0
여,20.0,2,1,5,2,3,3,6,7,3,4,완주혁신도시 시외버스승강장,4.0
여,20.0,2,1,5,2,3,3,6,7,3,4,서울남부터미널,5.0
여,20.0,2,1,5,2,3,3,6,7,3,4,신복 면관,4.0
여,20.0,2,1,5,2,3,3,6,7,3,4,호텔 캠퍼스,4.0
여,20.0,2,1,5,2,3,3,6,7,3,4,은행골 홍대역점,4.0
여,20.0,2,1,5,2,3,3,6,7,3,4,피에스타 7 홍대 경인점,3.0
여,20.0,2,1,5,2,3,3,6,7,3,4,콘 부 연남,4.0
여,20.0,2,1,5,2,3,3,6,7,3,4,연남 다방,4.0
여,20.0,2,1,5,2,3,3,6,7,3,4,옐로우미플,5.0
여,20.0,2,1,5,2,3,3,6,7,3,4,더 현대 서울,4.0
여,20.0,2,1,5,2,3,3,6,7,3,4,잠두봉 더나인,5.0
여,20.0,2,1,5,2,3,3,6,7,3,4,서울남부터미널,4.0
남,30.0,1,1,2,4,1,1,1,1,1,1,다산 현대 스페이스 원,5.0
여,20.0,7,6,1,7,1,7,1,7,5,22,물안개공원,3.0
여,20.0,7,6,1,7,1,7,1,7,5,22,스타벅스 더 양평 DTR,4.0
여,20.0,7,6,1,7,1,7,1,7,5,22,두물머리 연 핫도그,4.0
여,20.0,7,6,1,7,1,7,1,7,5,22,왕과 탕후루 수원 영통점,4.0
남,20.0,2,2,2,1,2,6,2,4,3,23,울산역,4.0
남,20.0,2,2,2,1,2,6,2,4,3,23,서울역,4.0
남,20.0,2,2,2,1,2,6,2,4,3,23,드 포레,4.0
남,20.0,2,2,2,1,2,6,2,4,3,23,영앤스윗 케이크 상점,3.0
남,20.0,2,2,2,1,2,6,2,4,3,23,노보텔 스위트 앰배서더 서울 용산,5.0
남,20.0,2,2,2,1,2,6,2,4,3,23,락피시 웨더 웨어,3.0
남,20.0,2,2,2,1,2,6,2,4,3,23,계림원 신용산점,4.0
남,20.0,2,2,2,1,2,6,2,4,3,23,노보텔 스위트 앰배서더 서울 용산,5.0
남,20.0,2,2,2,1,2,6,2,4,3,23,하이디라오 홍대지점,4.0
남,20.0,2,2,2,1,2,6,2,4,3,23,경의선 숲길,4.0
남,20.0,2,2,2,1,2,6,2,4,3,23,홍대 향수 공방 뤼미에르 퍼퓸 홍대,5.0
남,20.0,2,2,2,1,2,6,2,4,3,23,프로타주,3.0
남,20.0,2,2,2,1,2,6,2,4,3,23,서울 돈가스,3.0
남,20.0,2,2,2,1,2,6,2,4,3,23,서울역,4.0
남,20.0,2,2,2,1,2,6,2,4,3,23,신경주역,4.0
남,20.0,2,2,2,1,2,6,2,4,3,23,북을 산역,4.0
여,40.0,5,4,4,1,4,5,6,6,3,5,가평휴게소 춘천 방향,1.0
여,40.0,5,4,4,1,4,5,6,6,3,5,르푸앵 수상 레저,4.0
여,40.0,5,4,4,1,4,5,6,6,3,5,양꼬치 타령 미아점,4.0
여,20.0,4,3,2,5,5,6,6,6,3,22,니지 모리 스튜디오,5.0
남,20.0,3,1,1,3,4,2,4,4,7,9,안다즈 서울 강남,5.0
남,20.0,3,1,1,3,4,2,4,4,7,9,올림픽공원,3.0
남,20.0,3,1,1,3,4,2,4,4,7,9,서울재즈페스티벌,5.0
남,20.0,3,1,1,3,4,2,4,4,7,9,북촌 한옥마을,3.0
남,20.0,3,1,1,3,4,2,4,4,7,9,어니언 안국점,1.0
남,20.0,3,1,1,3,4,2,4,4,7,9,서울역,3.0
남,40.0,3,2,2,5,3,6,2,7,2,22,산골 농원,5.0
