GENDER,AGE_GRP,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_MOTIVE_1,TRAVEL_MISSION_INT,VISIT_AREA_NM,DGSTFN
남,40.0,5,3,5,4,5,4,2,5,1,3,화성 관광열차 안내소 연무대 매표소,4.0
남,40.0,5,3,5,4,5,4,2,5,1,3,창룡문,4.0
남,40.0,5,3,5,4,5,4,2,5,1,3,수원 화성 화홍문,4.0
남,30.0,3,3,2,4,5,4,3,2,1,21,청량리역 경춘선,5.0
남,30.0,3,3,2,4,5,4,3,2,1,21,청평역 경춘선,5.0
남,30.0,3,3,2,4,5,4,3,2,1,21,경춘선 자전거길,5.0
남,30.0,3,3,2,4,5,4,3,2,1,21,베이커리 시어터,4.0
남,30.0,3,3,2,4,5,4,3,2,1,21,백암천,5.0
남,30.0,3,3,2,4,5,4,3,2,1,21,자시오 잣 주꾸미,4.0
남,30.0,3,3,2,4,5,4,3,2,1,21,마석역 경춘선,5.0
남,30.0,3,3,2,4,5,4,3,2,1,21,청량리역,5.0
여,30.0,3,2,3,3,2,6,4,7,3,22,농협안성팜랜드,4.0
여,30.0,3,2,3,3,2,6,4,7,3,22,스타필드 안성,5.0
여,30.0,3,2,3,3,2,6,4,7,3,22,대동국수 평택역점,5.0
여,30.0,3,2,3,3,2,6,4,7,3,22,편지,5.0
여,30.0,3,2,3,3,2,6,4,7,3,22,호텔 프라하,1.0
여,30.0,3,2,3,3,2,6,4,7,3,22,평택 초등학교,5.0
여,30.0,3,2,3,3,2,6,4,7,3,22,샤오바오 고덕점,5.0
여,30.0,3,2,3,3,2,6,4,7,3,22,평택시 농업 생태원,5.0
여,30.0,3,2,3,3,2,6,4,7,3,22,평택시 로컬푸드 재단,5.0
여,30.0,3,2,3,3,2,6,4,7,3,22,시흥 하늘휴게소 양방향,5.0
여,30.0,5,4,3,2,5,4,5,3,8,6,진주 시외버스터미널,3.0
여,30.0,5,4,3,2,5,4,5,3,8,6,서울 남부터미널,4.0
여,30.0,5,4,3,2,5,4,5,3,8,6,롯데리아 남부터미널점,4.0
여,30.0,5,4,3,2,5,4,5,3,8,6,다이소 남부터미널점,4.0
여,30.0,5,4,3,2,5,4,5,3,8,6,충무아트센터 대극장,4.0
여,30.0,5,4,3,2,5,4,5,3,8,6,스탠더드 커피,5.0
여,30.0,5,4,3,2,5,4,5,3,8,6,연신내 칼국수,4.0
여,30.0,5,4,3,2,5,4,5,3,8,6,독립문,4.0
여,30.0,5,4,3,2,5,4,5,3,8,6,롯데월드 샤롯데씨어터,5.0
여,30.0,5,4,3,2,5,4,5,3,8,6,미사리밀빛초계국수 롯데월드점,5.0
여,30.0,5,4,3,2,5,4,5,3,8,6,롯데월드 샤롯데씨어터,5.0
여,30.0,5,4,3,2,5,4,5,3,8,6,서울고속버스터미널(경부),4.0
여,60.0,3,3,3,4,2,4,6,6,3,6,서울역 1호선,4.0
여,60.0,3,3,3,4,2,4,6,6,3,6,인사동 문화의 거리,5.0
여,60.0,3,3,3,4,2,4,6,6,3,6,꽃밥에 피다,2.0
여,60.0,3,3,3,4,2,4,6,6,3,6,후후 라운지,3.0
여,60.0,3,3,3,4,2,4,6,6,3,6,IFC 몰,4.0
여,60.0,3,3,3,4,2,4,6,6,3,6,교대 이층집 여의도점,4.0
여,60.0,3,3,3,4,2,4,6,6,3,6,"서울랜드, 국립현대미술관",5.0
여,60.0,3,3,3,4,2,4,6,6,3,6,동원 홈 푸드라운지 국립 현대미술관점,4.0
여,60.0,3,3,3,4,2,4,6,6,3,6,광명역,4.0
여,60.0,3,3,3,4,2,4,6,6,3,6,삼진 어묵 부산역 광장점,4.0
여,20.0,6,1,1,2,6,2,1,2,3,1,정안 알밤 휴게소 천안 방향,5.0
여,20.0,6,1,1,2,6,2,1,2,3,1,파주 프리미엄 아울렛,5.0
여,20.0,6,1,1,2,6,2,1,2,3,1,이마트 파주점,4.0
여,20.0,6,1,1,2,6,2,1,2,3,1,해브펀 캠핑 어라운드,5.0
여,20.0,6,1,1,2,6,2,1,2,3,1,이케아 광명점,5.0
여,20.0,6,1,1,2,6,2,1,2,3,1,지중해마을,4.0
남,60.0,3,3,2,2,2,4,2,6,3,2,에버랜드,5.0
남,20.0,6,3,3,4,3,6,6,5,3,7,스타필드 코엑스몰,4.0
남,20.0,6,3,3,4,3,6,6,5,3,7,정안 알밤 휴게소 천안 방향,3.0
남,20.0,6,3,3,4,3,6,6,5,3,7,전주 고속버스터미널,3.0
남,20.0,6,3,3,4,3,6,6,5,3,7,아차산 김가네 맛집,4.0
남,20.0,6,3,3,4,3,6,6,5,3,7,서울어린이대공원,4.0
남,20.0,6,3,3,4,3,6,6,5,3,7,스타벅스 아차산역,3.0
남,20.0,6,3,3,4,3,6,6,5,3,7,명륜 진사갈비 서울 중곡점,4.0
남,20.0,6,3,3,4,3,6,6,5,3,7,에인절 코인 노래연습장 건대점,4.0
남,20.0,6,3,3,4,3,6,6,5,3,7,코지에 FunCity,4.0
남,20.0,6,3,3,4,3,6,6,5,3,7,엑스 클라임 건대점,5.0
남,20.0,6,3,3,4,3,6,6,5,3,7,아웃 닭 건대점,5.0
남,20.0,6,3,3,4,3,6,6,5,3,7,서피 동파,4.0
남,20.0,6,3,3,4,3,6,6,5,3,7,에코 코인 노래연습장,3.0
남,20.0,6,3,3,4,3,6,6,5,3,7,합정옥,5.0
남,20.0,6,3,3,4,3,6,6,5,3,7,동양 방앗간,4.0
남,20.0,6,3,3,4,3,6,6,5,3,7,북촌 한옥마을,4.0
남,20.0,6,3,3,4,3,6,6,5,3,7,낙원악기상가,3.0
남,20.0,6,3,3,4,3,6,6,5,3,7,센트럴시티터미널(호남),4.0
남,30.0,2,6,2,4,5,6,6,1,1,1,현대 프리미엄 아울렛 김포점,4.0
남,30.0,2,6,2,4,5,6,6,1,1,1,롯데몰 김포공항점,4.0
여,40.0,2,1,2,7,4,1,2,2,1,2,미소야 일산 화정점,5.0
여,40.0,2,1,2,7,4,1,2,2,1,2,고양어린이 박물관,5.0
여,40.0,5,2,2,3,5,3,4,2,2,21,본가신숙희 진골막국수,5.0
여,40.0,5,2,2,3,5,3,4,2,2,21,아침고요 수목원,5.0
여,40.0,5,2,2,3,5,3,4,2,2,21,나무 아래 오후 N,5.0
여,40.0,5,2,2,3,5,3,4,2,2,21,파르티아 워터하우스,4.0
여,40.0,5,2,2,3,5,3,4,2,2,21,가평군 농협 하나로마트 설악점,4.0
여,40.0,5,2,2,3,5,3,4,2,2,21,파르티아 워터하우스,4.0
여,40.0,5,2,2,3,5,3,4,2,2,21,연청 국장,5.0
여,40.0,5,2,2,3,5,3,4,2,2,21,가평 양떼목장,5.0
여,40.0,5,2,2,3,5,3,4,2,2,21,윤명로,3.0
여,40.0,5,2,2,3,5,3,4,2,2,21,카페 아우라,4.0
여,40.0,5,2,2,3,5,3,4,2,2,21,화도 졸음쉼터 양양 방향,4.0
남,20.0,6,2,6,2,2,2,6,2,2,24,남도 사골 순댓국 본점,4.0
남,20.0,6,2,6,2,2,2,6,2,2,24,스타벅스 화성 남양 DT점,4.0
남,20.0,6,2,6,2,2,2,6,2,2,24,호텔 헤르메스,4.0
남,20.0,6,2,6,2,2,2,6,2,2,24,마시다 초밥 이자카야,4.0
남,20.0,6,2,6,2,2,2,6,2,2,24,준코인 노래연습장,4.0
남,20.0,6,2,6,2,2,2,6,2,2,24,호텔 헤르메스,4.0
남,20.0,6,2,6,2,2,2,6,2,2,24,현대자동차 남양기술연구소 후문,4.0
남,20.0,6,2,6,2,2,2,6,2,2,24,서울역,4.0
남,20.0,6,2,6,2,2,2,6,2,2,24,머슴 고기 화성 시청 본점,4.0
남,20.0,6,2,6,2,2,2,6,2,2,24,티 카페 차희,5.0
남,20.0,6,2,6,2,2,2,6,2,2,24,남양성모성지,4.0
남,20.0,6,2,6,2,2,2,6,2,2,24,현대자동차 남양기술연구소 후문,4.0
남,20.0,6,2,6,2,2,2,6,2,2,24,수원역,4.0
남,20.0,6,2,6,2,2,2,6,2,2,24,용산역,4.0
남,40.0,1,1,4,3,1,6,6,6,3,2,향유 갈비,5.0
남,40.0,1,1,4,3,1,6,6,6,3,2,허브아일랜드,4.0
남,40.0,1,1,4,3,1,6,6,6,3,2,소요산,4.0
남,60.0,4,1,2,1,1,4,5,1,3,4,서울 시티투어버스,3.0
남,60.0,4,1,2,1,1,4,5,1,3,4,나주 소 나주곰탕 경복궁점,3.0
남,60.0,4,1,2,1,1,4,5,1,3,4,광화문광장,5.0
남,60.0,4,1,2,1,1,4,5,1,3,4,스타벅스 광화문점,5.0
남,60.0,4,1,2,1,1,4,5,1,3,4,경복궁,5.0
여,40.0,2,6,6,2,2,6,6,1,3,22,꼬꼬 오리주물럭,5.0
여,40.0,2,6,6,2,2,6,6,1,3,22,캐널시티,4.0
여,40.0,2,6,6,2,2,6,6,1,3,22,포지티브 스페이스 566,3.0
남,50.0,2,7,1,5,2,6,5,3,5,21,용산역,5.0
남,50.0,2,7,1,5,2,6,5,3,5,21,가평역 경춘선,5.0
여,30.0,4,3,1,1,4,4,4,4,4,22,오서방네 조개찜,5.0
여,30.0,4,3,1,1,4,4,4,4,4,22,카페 가우디,5.0
남,30.0,3,2,3,2,2,4,5,3,2,21,가인,5.0
남,30.0,3,2,3,2,2,4,5,3,2,21,동백정 팔탄점,4.0
남,30.0,3,2,3,2,2,4,5,3,2,21,호텔 더 메이,5.0
남,30.0,3,2,3,2,2,4,5,3,2,21,월문온천,5.0
남,30.0,3,2,3,2,2,4,5,3,2,21,한우 강국,5.0
남,30.0,3,2,3,2,2,4,5,3,2,21,더 포레 베이커리,5.0
남,30.0,3,2,3,2,2,4,5,3,2,21,모던하우스 용산 아이파크몰점,5.0
남,40.0,1,6,2,3,3,3,3,2,3,2,SK엔크린 서울 하이패스센터 LPG 충전소,3.0
남,40.0,1,6,2,3,3,3,3,2,3,2,에버랜드 매표소,5.0
남,40.0,1,6,2,3,3,3,3,2,3,2,에버랜드 판다월드,5.0
남,40.0,1,6,2,3,3,3,3,2,3,2,에버랜드 사파리월드,5.0
남,40.0,1,6,2,3,3,3,3,2,3,2,에버랜드 T 익스프레스,5.0
남,40.0,1,6,2,3,3,3,3,2,3,2,에버랜드 장미원,5.0
남,40.0,1,6,2,3,3,3,3,2,3,2,포메인 에버랜드 직영점,4.0
남,30.0,2,2,4,5,6,4,2,3,3,4,형제 네 생소금 구이,4.0
남,30.0,2,2,4,5,6,4,2,3,3,4,서울로 717,4.0
남,30.0,2,2,4,5,6,4,2,3,3,4,효자손 왕만두,4.0
남,30.0,2,2,4,5,6,4,2,3,3,4,숭례문,5.0
남,30.0,2,2,4,5,6,4,2,3,3,4,폴 바셋 서소문점,4.0
남,60.0,4,2,4,2,2,4,5,3,2,3,경기도 안산시 단원구 고잔동 528-108,3.0
남,60.0,4,2,4,2,2,4,5,3,2,3,영돈,4.0
남,60.0,4,2,4,2,2,4,5,3,2,3,양평 해장국 수원 본점 주차장,5.0
남,60.0,4,2,4,2,2,4,5,3,2,3,커피에 반하다 수원 시청역점,5.0
남,60.0,4,2,4,2,2,4,5,3,2,3,장안 면옥,5.0
남,60.0,4,2,4,2,2,4,5,3,2,3,유토피아추모관,5.0
남,60.0,4,2,4,2,2,4,5,3,2,3,엄니 토종 추어탕 본점,5.0
남,60.0,4,2,4,2,2,4,5,3,2,3,쌍용 폐기 닭 본점,5.0
남,60.0,4,2,4,2,2,4,5,3,2,3,해장촌,5.0
남,60.0,4,2,4,2,2,4,5,3,2,3,바리고 빈스,5.0
남,60.0,4,2,4,2,2,4,5,3,2,3,화성 융릉과 건릉,4.0
남,60.0,4,2,4,2,2,4,5,3,2,3,떡 잘 곡반정점,5.0
여,20.0,1,1,1,3,2,1,6,5,1,5,삼목선착장,4.0
여,20.0,1,1,1,3,2,1,6,5,1,5,휠 프렌즈,5.0
여,20.0,1,1,1,3,2,1,6,5,1,5,이소리라 식당,4.0
여,20.0,1,1,1,3,2,1,6,5,1,5,수기 해변,4.0
여,20.0,1,1,1,3,2,1,6,5,1,5,신도항(옹진),4.0
여,20.0,1,1,1,3,2,1,6,5,1,5,예단포둘레길,4.0
여,60.0,3,3,5,4,2,6,2,6,2,8,장흥농협 하나로마트 송추점,3.0
여,60.0,3,3,5,4,2,6,2,6,2,8,대궐 캠핑 글램핑 펜션,4.0
여,60.0,3,3,5,4,2,6,2,6,2,8,대궐 캠핑 글램핑 펜션,3.0
여,60.0,3,3,5,4,2,6,2,6,2,8,대궐 산장식당,5.0
여,60.0,3,3,5,4,2,6,2,6,2,8,마장호수,5.0
남,60.0,1,4,3,4,6,5,1,4,6,5,시흥 센트럴 푸르지오 아파트,4.0
남,60.0,1,4,3,4,6,5,1,4,6,5,푸른 솔 GC 포천,5.0
여,30.0,3,1,2,4,2,4,1,4,1,6,천안 고속버스터미널,4.0
여,30.0,3,1,2,4,2,4,1,4,1,6,서울고속버스터미널(경부),4.0
여,30.0,3,1,2,4,2,4,1,4,1,6,혜화역 4호선,4.0
여,30.0,3,1,2,4,2,4,1,4,1,6,링크 아트센터,5.0
여,30.0,3,1,2,4,2,4,1,4,1,6,일미리 금계 찜닭 대학로점,4.0
여,30.0,3,1,2,4,2,4,1,4,1,6,예스24 스테이지,4.0
여,30.0,3,1,2,4,2,4,1,4,1,6,혜화역 4호선,4.0
여,30.0,3,1,2,4,2,4,1,4,1,6,서울고속버스터미널(경부),4.0
여,30.0,3,1,2,4,2,4,1,4,1,6,천안 고속버스터미널,4.0
여,20.0,2,1,4,4,2,4,5,1,3,2,정안 알밤 휴게소 천안 방향,1.0
여,20.0,2,1,4,4,2,4,5,1,3,2,한화리조트 용인 베잔송,4.0
여,20.0,2,1,4,4,2,4,5,1,3,2,에버랜드,5.0
여,20.0,2,1,4,4,2,4,5,1,3,2,봉화 회관,3.0
여,20.0,2,1,4,4,2,4,5,1,3,2,두부 마당 포곡 본점,4.0
여,30.0,2,2,2,1,2,2,7,6,4,9,개포동 근린공원,4.0
여,30.0,2,2,2,1,2,2,7,6,4,9,백년 교동 짬뽕 개포점,4.0
여,30.0,2,2,2,1,2,2,7,6,4,9,플랑크,5.0
여,30.0,2,2,2,1,2,2,7,6,4,9,오리지널 팬케이크 하우스 잠실점,5.0
여,30.0,2,2,2,1,2,2,7,6,4,9,류 게스트하우스,2.0
여,30.0,2,2,2,1,2,2,7,6,4,9,런던 베이글 뮤지엄 도산점,3.0
여,30.0,2,2,2,1,2,2,7,6,4,9,호남 식당,4.0
여,30.0,2,2,2,1,2,2,7,6,4,9,컴포즈커피 먹골 중랑점,4.0
여,30.0,2,2,2,1,2,2,7,6,4,9,서울 장미축제,4.0
여,30.0,2,2,2,1,2,2,7,6,4,9,보슬보슬 압구정본점,5.0
여,30.0,2,2,2,1,2,2,7,6,4,9,류 게스트하우스,4.0
여,50.0,4,2,2,5,3,2,2,6,8,3,제주 국제공항,4.0
여,50.0,4,2,2,5,3,2,2,6,8,3,김포국제공항 국내선,5.0
여,50.0,4,2,2,5,3,2,2,6,8,3,버거킹 시청역점,4.0
여,50.0,4,2,2,5,3,2,2,6,8,3,서울시립미술관 서소문 본관,3.0
여,50.0,4,2,2,5,3,2,2,6,8,3,정동 그 집,4.0
여,50.0,4,2,2,5,3,2,2,6,8,3,용호동 낙지 북창점,4.0
여,50.0,4,2,2,5,3,2,2,6,8,3,덕수궁 중명전,5.0
여,50.0,4,2,2,5,3,2,2,6,8,3,덕수궁,5.0
여,50.0,4,2,2,5,3,2,2,6,8,3,정동 전망대,4.0
여,50.0,4,2,2,5,3,2,2,6,8,3,행복 전집 북창점,4.0
여,50.0,4,2,2,5,3,2,2,6,8,3,더블린 브루어리 시청점,4.0
여,50.0,4,2,2,5,3,2,2,6,8,3,스텝 인 명동 ,4.0
남,20.0,2,2,1,3,5,3,3,6,5,22,콘래드 서울,5.0
남,20.0,2,2,1,3,5,3,3,6,5,22,제스트 콘래드 서울점,5.0
남,20.0,2,2,1,3,5,3,3,6,5,22,BMW 한독모터스 서초전시장,5.0
남,20.0,2,2,1,3,5,3,3,6,5,22,프랭크 버거 교대역점,4.0
여,20.0,2,3,3,3,6,5,6,6,2,2,감성 교복 잠실 본점,5.0
여,20.0,2,3,3,3,6,5,6,6,2,2,롯데월드,5.0
여,20.0,2,3,3,3,6,5,6,6,2,2,감성 교복 잠실 본점,5.0
여,20.0,2,3,3,3,6,5,6,6,2,2,페어링 룸,5.0
여,20.0,2,3,3,3,6,5,6,6,2,2,도산 근린공원,4.0
여,20.0,2,3,3,3,6,5,6,6,2,2,런던 베이글 뮤지엄 도산점,5.0
여,20.0,2,3,3,3,6,5,6,6,2,2,탬버린즈하우스도산,4.0
여,20.0,2,3,3,3,6,5,6,6,2,2,WI 컨벤션,5.0
여,20.0,2,3,3,3,6,5,6,6,2,2,체크인,3.0
여,20.0,2,3,3,3,6,5,6,6,2,2,더블 해피니스,5.0
여,20.0,2,3,3,3,6,5,6,6,2,2,서울숲 카페거리,5.0
여,20.0,2,3,3,3,6,5,6,6,2,2,유즈풀아뜰리에,4.0
여,20.0,2,3,3,3,6,5,6,6,2,2,서울숲,4.0
여,20.0,2,3,3,3,6,5,6,6,2,2,LCDC 서울,5.0
여,20.0,2,3,3,3,6,5,6,6,2,2,bd 버거 성수,5.0
남,30.0,1,4,4,4,1,4,2,6,7,3,연천 전곡리 선사유적지,3.0
남,30.0,1,4,4,4,1,4,2,6,7,3,황해 냉면,3.0
남,30.0,1,4,4,4,1,4,2,6,7,3,연천 회관,5.0
남,30.0,1,4,4,4,1,4,2,6,7,3,재인폭포,5.0
남,30.0,1,4,4,4,1,4,2,6,7,3,좌상 바위,5.0
남,30.0,1,4,4,4,1,4,2,6,7,3,크리미에,5.0
남,30.0,2,3,3,2,3,2,2,6,1,2,씨사이드 파크,3.0
남,30.0,2,3,3,2,3,2,2,6,1,2,카페 건,4.0
남,30.0,2,3,3,2,3,2,2,6,1,2,슈퍼키즈 스카이 방방 하늘도시점,3.0
남,30.0,2,3,3,2,3,2,2,6,1,2,봄이 보리밥 영종점,4.0
남,30.0,2,3,3,2,3,2,2,6,1,2,구읍뱃터,3.0
남,30.0,2,3,3,2,3,2,2,6,1,2,영종하늘공원,4.0
남,30.0,5,6,5,4,5,5,4,4,6,4,남부터미널 역 3호선,5.0
남,30.0,5,6,5,4,5,5,4,4,6,4,청담역 7호선,5.0
남,30.0,5,6,5,4,5,5,4,4,6,4,발라드 지디 청담,4.0
남,30.0,5,6,5,4,5,5,4,4,6,4,답십리역 5호선,4.0
남,30.0,5,6,5,4,5,5,4,4,6,4,회기역 1호선,4.0
남,30.0,5,6,5,4,5,5,4,4,6,4,따봉 하우스,5.0
남,30.0,5,6,5,4,5,5,4,4,6,4,아트박스 경희대점,5.0
남,30.0,5,6,5,4,5,5,4,4,6,4,인생 맥주 경희대점,5.0
남,30.0,5,6,5,4,5,5,4,4,6,4,회기역 1호선,5.0
남,30.0,5,6,5,4,5,5,4,4,6,4,송내역 1호선,4.0
남,30.0,5,6,5,4,5,5,4,4,6,4,답십리역 5호선,4.0
남,30.0,5,6,5,4,5,5,4,4,6,4,스타벅스 답십리역점,5.0
남,30.0,5,6,5,4,5,5,4,4,6,4,영등포역,5.0
남,30.0,5,6,5,4,5,5,4,4,6,4,알라딘 중고서점 영등포점,5.0
남,30.0,5,6,5,4,5,5,4,4,6,4,CGV 영등포,5.0
남,30.0,5,6,5,4,5,5,4,4,6,4,스시로 타임스퀘어점,4.0
남,30.0,5,6,5,4,5,5,4,4,6,4,토요코인 호텔 영등포점,4.0
남,30.0,5,6,5,4,5,5,4,4,6,4,CU ATM 영등포 라이프점,4.0
남,30.0,5,6,5,4,5,5,4,4,6,4,토요코인 호텔 영등포점,5.0
남,30.0,5,6,5,4,5,5,4,4,6,4,토요코인 호텔 영등포점,5.0
남,30.0,5,6,5,4,5,5,4,4,6,4,타임스퀘어,4.0
남,30.0,5,6,5,4,5,5,4,4,6,4,오월의 종 타임스퀘어점,4.0
남,30.0,5,6,5,4,5,5,4,4,6,4,호우섬,5.0
남,30.0,5,6,5,4,5,5,4,4,6,4,롯데백화점 영등포점,4.0
남,30.0,5,6,5,4,5,5,4,4,6,4,영등포역,4.0
남,30.0,5,6,5,4,5,5,4,4,6,4,송내역 1호선,4.0
여,50.0,4,3,3,5,3,2,2,2,1,4,송내역 상가,4.0
여,50.0,4,3,3,5,3,2,2,2,1,4,둘리 광장,4.0
여,50.0,4,3,3,5,3,2,2,2,1,4,둘리의 거리,4.0
여,50.0,4,3,3,5,3,2,2,2,1,4,하얀 마을 어린이공원,4.0
여,50.0,4,3,3,5,3,2,2,2,1,4,미리내공원,4.0
여,50.0,4,3,3,5,3,2,2,2,1,4,롯데백화점 중동점,4.0
여,50.0,4,3,3,5,3,2,2,2,1,4,신중동 역 7호선,4.0
여,50.0,4,3,3,5,3,2,2,2,1,4,강남역 2호선,4.0
여,50.0,4,3,3,5,3,2,2,2,1,4,낙원 타코 강남역점,5.0
여,50.0,4,3,3,5,3,2,2,2,1,4,더블린 브루어리 강남점,4.0
여,50.0,4,3,3,5,3,2,2,2,1,4,강남역 2호선,4.0
여,50.0,4,3,3,5,3,2,2,2,1,4,송내역 1호선,4.0
여,50.0,4,3,3,5,3,2,2,2,1,4,둘리의 거리(송내역 로데오거리),4.0
여,50.0,4,3,3,5,3,2,2,2,1,4,굳이공원,4.0
여,50.0,4,3,3,5,3,2,2,2,1,4,부천중앙공원,4.0
여,50.0,4,3,3,5,3,2,2,2,1,4,뉴코아 아울렛 부천점,5.0
남,60.0,3,3,3,4,2,4,2,4,1,24,오산역 1호선,4.0
남,60.0,3,3,3,4,2,4,2,4,1,24,안양역 1호선,4.0
남,60.0,3,3,3,4,2,4,2,4,1,24,양명이 교,5.0
남,60.0,3,3,3,4,2,4,2,4,1,24,유니클로 엔터식스 안양역점,4.0
남,60.0,3,3,3,4,2,4,2,4,1,24,관악산 산림욕장,4.0
남,60.0,3,3,3,4,2,4,2,4,1,24,망해암,4.0
남,60.0,3,3,3,4,2,4,2,4,1,24,엔터식스 안양역점,4.0
남,60.0,3,3,3,4,2,4,2,4,1,24,만원 족발,4.0
남,60.0,3,3,3,4,2,4,2,4,1,24,안양역 1호선,4.0
남,60.0,3,3,3,4,2,4,2,4,1,24,송내역 1호선,4.0
남,60.0,3,3,3,4,2,4,2,4,1,24,한 아름공원,5.0
남,60.0,3,3,3,4,2,4,2,4,1,24,미리내공원,4.0
남,60.0,3,3,3,4,2,4,2,4,1,24,상동시장,4.0
여,20.0,4,2,2,4,3,6,6,7,9,3,이나경 송탄 부대찌개,5.0
여,20.0,4,2,2,4,3,6,6,7,9,3,수원 전통문화관 예절교육관,3.0
여,20.0,4,2,2,4,3,6,6,7,9,3,르빵드파리&브런치하우스 행궁점,5.0
여,20.0,4,2,2,4,3,6,6,7,9,3,화성행궁,5.0
여,20.0,4,2,2,4,3,6,6,7,9,3,평지다,3.0
여,20.0,4,2,2,4,3,6,6,7,9,3,제이 모텔,4.0
여,20.0,4,2,2,4,3,6,6,7,9,3,진미 통닭,5.0
여,20.0,4,2,2,4,3,6,6,7,9,3,장안문,5.0
여,20.0,4,2,2,4,3,6,6,7,9,3,제이 모텔,4.0
여,20.0,4,2,2,4,3,6,6,7,9,3,유치 회관,5.0
여,20.0,4,2,2,4,3,6,6,7,9,3,효원공원,5.0
여,20.0,4,2,2,4,3,6,6,7,9,3,효원공원 월화원,5.0
여,20.0,3,1,3,3,2,6,5,1,3,7,똘이장군 돼지 부속,5.0
여,20.0,3,1,3,3,2,6,5,1,3,7,인생 맥주 파주 야당점,5.0
여,20.0,3,1,3,3,2,6,5,1,3,7,탐라 포차 야당점,4.0
여,20.0,3,1,3,3,2,6,5,1,3,7,롯데시네마 파주 운정,4.0
여,20.0,3,1,3,3,2,6,5,1,3,7,산들 마당 솥뚜껑 삼겹살,2.0
여,20.0,3,1,3,3,2,6,5,1,3,7,보스 포차,5.0
여,20.0,3,1,3,3,2,6,5,1,3,7,짚풀공원,5.0
여,20.0,3,1,3,3,2,6,5,1,3,7,송이현의 파주 국물 없는 가락국수,3.0
여,20.0,3,1,3,3,2,6,5,1,3,7,류재은 베이커리 본점,3.0
여,20.0,3,1,3,3,2,6,5,1,3,7,송이현의 파주 국물 없는 가락국수,3.0
여,20.0,3,1,3,3,2,6,5,1,3,7,프로방스 마을,4.0
여,20.0,3,1,3,3,2,6,5,1,3,7,파주 프리미엄 아울렛,5.0
여,30.0,3,6,5,4,3,5,6,3,2,2,드림 게스트하우스,4.0
여,30.0,3,6,5,4,3,5,6,3,2,2,커피빈 서울스퀘어점,4.0
여,30.0,3,6,5,4,3,5,6,3,2,2,남산 편백 집,4.0
여,30.0,3,6,5,4,3,5,6,3,2,2,CGV 용산 아이파크몰,4.0
여,30.0,3,6,5,4,3,5,6,3,2,2,드림 게스트하우스,4.0
여,30.0,3,6,5,4,3,5,6,3,2,2,부산역,4.0
여,30.0,3,6,5,4,3,5,6,3,2,2,롯데월드,5.0
여,30.0,3,6,5,4,3,5,6,3,2,2,준 게스트하우스,4.0
여,30.0,3,6,5,4,3,5,6,3,2,2,보드게임카페 홈스 앤 루팡 홍대점,4.0
여,30.0,3,6,5,4,3,5,6,3,2,2,준 게스트하우스,4.0
여,30.0,3,6,5,4,3,5,6,3,2,2,김포국제공항 국내선,4.0
남,20.0,4,1,1,4,7,1,7,1,9,26,서울시 강남구 역삼로3길 17 4층,4.0
남,20.0,4,1,1,4,7,1,7,1,9,26,대현네,5.0
남,20.0,4,1,1,4,7,1,7,1,9,26,원조만 선호 프 노가리 체인 본점,3.0
남,20.0,4,1,1,4,7,1,7,1,9,26,누 누 모텔,5.0
남,20.0,4,1,1,4,7,1,7,1,9,26,스시 세스나,5.0
여,20.0,3,3,3,6,3,2,6,7,3,22,호텔 스테이지 79,5.0
여,20.0,3,3,3,6,3,2,6,7,3,22,오랑주리,5.0
여,20.0,3,3,3,6,3,2,6,7,3,22,해물 천하 조개구이 신곡 본점,3.0
여,20.0,3,3,3,6,3,2,6,7,3,22,니지 모리 스튜디오,5.0
여,20.0,3,3,3,6,3,2,6,7,3,22,홍이 부대찌개,5.0
여,20.0,3,3,3,6,3,2,6,7,3,22,브루다 양주,5.0
여,30.0,3,1,1,4,2,1,1,7,3,1,서울대공원 장미원 축제,5.0
여,30.0,3,1,1,4,2,1,1,7,3,1,63스퀘어,5.0
여,30.0,3,1,1,4,2,1,1,7,3,1,호텔에 펠리체,5.0
여,30.0,3,1,1,4,2,1,1,7,3,1,국립어린이과학관,5.0
여,30.0,3,1,1,4,2,1,1,7,3,1,더 현대 서울,5.0
여,30.0,3,1,1,4,2,1,1,7,3,1,켄싱턴호텔 여의도,5.0
여,30.0,3,1,1,4,2,1,1,7,3,1,서울랜드,5.0
여,40.0,4,3,4,5,3,3,1,7,5,6,다산 아이파크 아파트,4.0
여,40.0,4,3,4,5,3,3,1,7,5,6,화랑대역 6호선,5.0
여,40.0,4,3,4,5,3,3,1,7,5,6,한강진 역 6호선,5.0
여,40.0,4,3,4,5,3,3,1,7,5,6,리움미술관,4.0
여,40.0,4,3,4,5,3,3,1,7,5,6,포 포인츠 바이 쉐라톤 조선 서울역,5.0
여,40.0,4,3,4,5,3,3,1,7,5,6,갈월동 버스정류장,4.0
여,40.0,4,3,4,5,3,3,1,7,5,6,국립중앙박물관,5.0
남,60.0,4,2,2,3,4,4,3,6,3,4,서대전역,5.0
남,60.0,4,2,2,3,4,4,3,6,3,4,광명역,5.0
